Sample in Buffer,Sample in Window,TRIGGER,ILA_Latency_i/c_counter_binary_1_Q[31:0],ILA_Latency_i/pulse_rise_fall_0_pulseOut,difference,
764,764,0,3973667307,1,1133721,
765,765,0,3974801028,1,1443203,
766,766,0,3976244231,1,1055155,
767,767,0,3977299386,1,1042931,
768,768,0,3978342317,1,1092400,
769,769,0,3979434717,1,1067350,
770,770,0,3980502067,1,1186359,
771,771,0,3981688426,1,1751057,
772,772,0,3983439483,1,1036655,
773,773,0,3984476138,1,1000000,
774,774,0,3985476138,1,1057275,
775,775,0,3986533413,1,1079866,
776,776,0,3987613279,1,1427771,
777,777,0,3989041050,1,1076066,
778,778,0,3990117116,1,1095798,
779,779,0,3991212914,1,1078865,
780,780,0,3992291779,1,1043280,
781,781,0,3993335059,1,1058773,
782,782,0,3994393832,1,1452586,
783,783,0,3995846418,1,1071101,
784,784,0,3996917519,1,1066417,
785,785,0,3997983936,1,1056445,
786,786,0,3999040381,1,1052248,
787,787,0,4000092629,1,1420157,
788,788,0,4001512786,1,1060845,
789,789,0,4002573631,1,1018559,
790,790,0,4003592190,1,1037623,
791,791,0,4004629813,1,1107454,
792,792,0,4005737267,1,1073947,
793,793,0,4006811214,1,1464457,
794,794,0,4008275671,1,1027515,
795,795,0,4009303186,1,1047603,
796,796,0,4010350789,1,1029967,
797,797,0,4011380756,1,1062655,
798,798,0,4012443411,1,1776363,
799,799,0,4014219774,1,1093833,
800,800,0,4015313607,1,1039409,
801,801,0,4016353016,1,1039031,
802,802,0,4017392047,1,1050077,
803,803,0,4018442124,1,1016045,
804,804,0,4019458169,1,1460917,
805,805,0,4020919086,1,1137518,
806,806,0,4022056604,1,1043715,
807,807,0,4023100319,1,1044540,
808,808,0,4024144859,1,1057643,
809,809,0,4025202502,1,1417141,
810,810,0,4026619643,1,997592,
811,811,0,4027617235,1,1125129,
812,812,0,4028742364,1,1098491,
813,813,0,4029840855,1,1080840,
814,814,0,4030921695,1,1039913,
815,815,0,4031961608,1,1417453,
816,816,0,4033379061,1,1057057,
817,817,0,4034436118,1,1012858,
818,818,0,4035448976,1,1049642,
819,819,0,4036498618,1,1078361,
820,820,0,4037576979,1,1744137,
821,821,0,4039321116,1,1649843,
822,822,0,4040970959,1,6362139,
823,823,0,4047333098,1,1097643,
824,824,0,4048430741,1,1051130,
825,825,0,4049481871,1,1033505,
826,826,0,4050515376,1,1663376,
827,827,0,4052178752,1,982442,
828,828,0,4053161194,1,1032223,
829,829,0,4054193417,1,1055460,
830,830,0,4055248877,1,1074816,
831,831,0,4056323693,1,1651816,
832,832,0,4057975509,1,1038434,
833,833,0,4059013943,1,1097659,
834,834,0,4060111602,1,1039167,
835,835,0,4061150769,1,1006337,
836,836,0,4062157106,1,1074508,
837,837,0,4063231614,1,1423167,
838,838,0,4064654781,1,1009619,
839,839,0,4065664400,1,1085046,
840,840,0,4066749446,1,1000099,
841,841,0,4067749545,1,976453,
842,842,0,4068725998,1,1702724,
843,843,0,4070428722,1,1059015,
844,844,0,4071487737,1,1091095,
845,845,0,4072578832,1,1075045,
846,846,0,4073653877,1,1068269,
847,847,0,4074722146,1,1009427,
848,848,0,4075731573,1,1392110,
849,849,0,4077123683,1,1000000,
850,850,0,4078123683,1,1047083,
851,851,0,4079170766,1,1025518,
852,852,0,4080196284,1,1058272,
853,853,0,4081254556,1,1682689,
854,854,0,4082937245,1,1005425,
855,855,0,4083942670,1,1014777,
856,856,0,4084957447,1,1013164,
857,857,0,4085970611,1,1060861,
858,858,0,4087031472,1,1097548,
859,859,0,4088129020,1,1437037,
860,860,0,4089566057,1,1023624,
861,861,0,4090589681,1,1133996,
862,862,0,4091723677,1,1010957,
863,863,0,4092734634,1,1002551,
864,864,0,4093737185,1,1728326,
865,865,0,4095465511,1,1062653,
866,866,0,4096528164,1,1091190,
867,867,0,4097619354,1,1114064,
868,868,0,4098733418,1,1075763,
869,869,0,4099809181,1,1462256,
870,870,0,4101271437,1,1135946,
871,871,0,4102407383,1,1170684,
872,872,0,4103578067,1,1138994,
873,873,0,4104717061,1,1138363,
874,874,0,4105855424,1,1141019,
875,875,0,4106996443,1,1483027,
876,876,0,4108479470,1,1088158,
877,877,0,4109567628,1,1053737,
878,878,0,4110621365,1,1096665,
879,879,0,4111718030,1,1178450,
880,880,0,4112896480,1,1519689,
881,881,0,4114416169,1,1064048,
882,882,0,4115480217,1,1078335,
883,883,0,4116558552,1,1076186,
884,884,0,4117634738,1,1044993,
885,885,0,4118679731,1,1793934,
886,886,0,4120473665,1,1118358,
887,887,0,4121592023,1,1130139,
888,888,0,4122722162,1,1160193,
889,889,0,4123882355,1,1129961,
890,890,0,4125012316,1,1638844,
891,891,0,4126651160,1,1075568,
892,892,0,4127726728,1,1094028,
893,893,0,4128820756,1,1112441,
894,894,0,4129933197,1,1486314,
895,895,0,4131419511,1,1453011,
896,896,0,4132872522,1,1034615,
897,897,0,4133907137,1,1076358,
898,898,0,4134983495,1,1075638,
899,899,0,4136059133,1,1130127,
900,900,0,4137189260,1,1118922,
901,901,0,4138308182,1,1656592,
902,902,0,4139964774,1,1062162,
903,903,0,4141026936,1,1071634,
904,904,0,4142098570,1,1063689,
905,905,0,4143162259,1,1162599,
906,906,0,4144324858,1,1529362,
907,907,0,4145854220,1,1158600,
908,908,0,4147012820,1,1714254,
909,909,0,4148727074,1,1554122,
910,910,0,4150281196,1,2322082,
911,911,0,4152603278,1,2204726,
912,912,0,4154808004,1,1595993,
913,913,0,4156403997,1,2258600,
914,914,0,4158662597,1,1544982,
915,915,0,4160207579,1,1530867,
916,916,0,4161738446,1,1585526,
917,917,0,4163323972,1,1487445,
918,918,0,4164811417,1,1090957,
919,919,0,4165902374,1,1068385,
920,920,0,4166970759,1,1040695,
921,921,0,4168011454,1,1120016,
922,922,0,4169131470,1,1518507,
923,923,0,4170649977,1,1125912,
924,924,0,4171775889,1,1069082,
925,925,0,4172844971,1,1086018,
926,926,0,4173930989,1,1098653,
927,927,0,4175029642,1,1671169,
928,928,0,4176700811,1,1062040,
929,929,0,4177762851,1,1112678,
930,930,0,4178875529,1,1310609,
931,931,0,4180186138,1,1115523,
932,932,0,4181301661,1,1721976,
933,933,0,4183023637,1,1060426,
934,934,0,4184084063,1,1070790,
935,935,0,4185154853,1,1106735,
936,936,0,4186261588,1,1168602,
937,937,0,4187430190,1,1766879,
938,938,0,4189197069,1,1145416,
939,939,0,4190342485,1,1106064,
940,940,0,4191448549,1,1088605,
941,941,0,4192537154,1,1034308,
942,942,0,4193571462,1,1931784,
943,943,0,4195503246,1,1137168,
944,944,0,4196640414,1,1075116,
945,945,0,4197715530,1,1121903,
946,946,0,4198837433,1,1070358,
947,947,0,4199907791,1,1618432,
948,948,0,4201526223,1,1080428,
949,949,0,4202606651,1,1152747,
950,950,0,4203759398,1,1095311,
951,951,0,4204854709,1,1073994,
952,952,0,4205928703,1,1171509,
953,953,0,4207100212,1,1444562,
954,954,0,4208544774,1,1061978,
955,955,0,4209606752,1,1051300,
956,956,0,4210658052,1,1147641,
957,957,0,4211805693,1,1127406,
958,958,0,4212933099,1,1758119,
959,959,0,4214691218,1,1126446,
960,960,0,4215817664,1,1035568,
961,961,0,4216853232,1,1106558,
962,962,0,4217959790,1,1074946,
963,963,0,4219034736,1,1485731,
964,964,0,4220520467,1,1165567,
965,965,0,4221686034,1,1176266,
966,966,0,4222862300,1,1107126,
967,967,0,4223969426,1,1064722,
968,968,0,4225034148,1,1448031,
969,969,0,4226482179,1,1078936,
970,970,0,4227561115,1,1055946,
971,971,0,4228617061,1,1086908,
972,972,0,4229703969,1,1111593,
973,973,0,4230815562,1,1064445,
974,974,0,4231880007,1,1465917,
975,975,0,4233345924,1,1077605,
976,976,0,4234423529,1,1047783,
977,977,0,4235471312,1,1035269,
978,978,0,4236506581,1,1090814,
979,979,0,4237597395,1,1772539,
980,980,0,4239369934,1,1139414,
981,981,0,4240509348,1,1176678,
982,982,0,4241686026,1,1076564,
983,983,0,4242762590,1,1039399,
984,984,0,4243801989,1,1673842,
985,985,0,4245475831,1,1132371,
986,986,0,4246608202,1,1101090,
987,987,0,4247709292,1,1052090,
988,988,0,4248761382,1,1065121,
989,989,0,4249826503,1,1059925,
990,990,0,4250886428,1,1440852,
991,991,0,4252327280,1,1097330,
992,992,0,4253424610,1,1166439,
993,993,0,4254591049,1,1100696,
994,994,0,4255691745,1,1046295,
995,995,0,4256738040,1,1475532,
996,996,0,4258213572,1,1038369,
997,997,0,4259251941,1,1032165,
998,998,0,4260284106,1,1017072,
999,999,0,4261301178,1,1110222,
1000,1000,0,4262411400,1,1759756,
1001,1001,0,4264171156,1,1442654,
1002,1002,0,4265613810,1,1153062,
1003,1003,0,4266766872,1,1134616,
1004,1004,0,4267901488,1,1013949,
1005,1005,0,4268915437,1,1454735,
1006,1006,0,4270370172,1,1117385,
1007,1007,0,4271487557,1,1147048,
1008,1008,0,4272634605,1,1093439,
1009,1009,0,4273728044,1,1044160,
1010,1010,0,4274772204,1,1027645,
1011,1011,0,4275799849,1,1752036,
1012,1012,0,4277551885,1,1026011,
1013,1013,0,4278577896,1,1043257,
1014,1014,0,4279621153,1,1063401,
1015,1015,0,4280684554,1,1059647,
1016,1016,0,4281744201,1,1475997,
1017,1017,0,4283220198,1,1001610,
1018,1018,0,4284221808,1,1009962,
1019,1019,0,4285231770,1,1099821,
1020,1020,0,4286331591,1,1151436,
1021,1021,0,4287483027,1,1795409,
1022,1022,0,4289278436,1,1106138,
1023,1023,0,4290384574,1,-4290384574,Wraps around
